"Beschreibung";"In Terraforming Mars übernimmt ihr eine Firma, die den Mars bewohnbar machen soll. Ihr müsst die Temperatur steigern, den Sauerstoffgehalt erhöhen und Ozeane schaffen. Mit cleverem Karteneinsatz und Ressourcenmanagement baut ihr eure Produktion aus. Tretet gegen andere Konzerne an, um die besten Plätze auf dem Mars zu sichern und Siegpunkte durch Meilensteine und Auszeichnungen zu erlangen. Das Spiel endet, wenn der Mars erfolgreich terraformiert ist. <span class='filter-values' data-player-number='1 2 3 4' data-mechanics='drafting tilePlacement' data-themes='animals economy-infrastructure science scifi' ></span>";
"Tagline";"Tritt gegen konkurrierende CEOs an, mach den Mars bewohnbar und baue dein Firmenimperium auf.";
"Thumbnail";"https://cf.geekdo-images.com/wg9oOLcsKvDesSUdZQ4rxw__thumb/img/BTxqxgYay5tHJfVoJ2NF5g43_gA=/fit-in/200x150/filters:strip_icc()/pic3536616.jpg";
"-1";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"115746";
"Name";"War of the Ring: Second Edition <small>(2011)</small>";
"Beschreibung";"In &quot;War of the Ring: Second Edition&quot; steuert ihr als Spieler:innen das Schicksal von Mittelerde. Schließt euch entweder den Freien Völkern oder den Schattenarmeen an. Während Sauron versucht, Städte zu erobern und den Einen Ring zu finden, streben die Gefährten danach, ihn unbemerkt zum Schicksalsberg zu bringen. Aktionen werden durch Würfel entschieden: Armeen bewegen, Truppen rekrutieren oder die politische Lage beeinflussen. Ereigniskarten sorgen für spannende Wendungen im Spielverlauf. <span class='filter-values' data-player-number='2' data-mechanics='areaControl areaControl' data-themes='fantasy war' ></span>";
"Tagline";"Die Gefährten und die Freien Völker stehen in einem entscheidenden Kampf mit Sauron um das Schicksal von Mittelerde.";
"Thumbnail";"https://cf.geekdo-images.com/ImPgGag98W6gpV1KV812aA__thumb/img/X-lBBdG4uO6LT0y1vXxCN4jdR4M=/fit-in/200x150/filters:strip_icc()/pic1215633.jpg";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"0";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"187645";
"Name";"Star Wars: Rebellion <small>(2016)</small>";
"Beschreibung";"In Star Wars: Rebellion kontrolliert ihr entweder das mächtige Galaktische Imperium oder die entschlossene Rebellenallianz. Führt eure Flotten und Einheiten, plant geheime Einsätze und erlebt den herzlichen Kampf um die Galaxie. Nutzt eure Strategien, um die Rebellenbasis zu zerstören oder den imperialen Ressourcen zu entkommen. Legendäre Charaktere und Missionen sorgen für klassische Star Wars-Atmosphäre. Könnt ihr das Schicksal der weit entfernten Galaxis bestimmen? <span class='filter-values' data-player-number='2' data-mechanics='areaControl workerPlacement' data-themes='scifi war' ></span>";
"Tagline";"Schlage von deiner geheimen Basis aus zu als die Rebellen – oder finde und zerstöre sie als das Imperium.";
"Thumbnail";"https://cf.geekdo-images.com/7SrPNGBKg9IIsP4UQpOi8g__thumb/img/gAxzddRVQiRdjZHYFUZ2xc5Jlbw=/fit-in/200x150/filters:strip_icc()/pic4325841.jpg";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"0";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"162886";
"Name";"Spirit Island <small>(2017)</small>";
"Beschreibung";"In Spirit Island schlüpft ihr in die Rolle mächtiger Geister, die ihre Insel vor eindringenden Kolonialist:innen schützen. Zusammen mit anderen Geistern, die einzigartige Elementarkräfte haben, verteidigt ihr euer Land. Ihr nutzt Energie und wählt geschickt eure Machtkarten, um die Ausbreitung des Verderbens aufzuhalten. Die Gegner:innen errichten Siedlungen und zerstören das Land, doch mit Planung und Teamarbeit werdet ihr stärker und vertreibt sie. Jeder Zug erfordert Überlegung, um schnell und gezielt zurückzuschlagen. <span class='filter-values' data-player-number='1 2 3' data-mechanics='areaControl areaControl' data-themes='animals fantasy war' ></span>";
"Tagline";"Verbünde dich mit den Inselgeistern und nutze deine Kräfte, um deine Heimat zu verteidigen.";
"Thumbnail";"https://cf.geekdo-images.com/kjCm4ZvPjIZxS-mYgSPy1g__thumb/img/aUlIih2_R7P8IYKeyNl2heLQbu8=/fit-in/200x150/filters:strip_icc()/pic7013651.jpg";
"-2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"291457";
"Name";"Gloomhaven: Jaws of the Lion <small>(2020)</small>";
"Beschreibung";"In Gloomhaven: Die Pranken des Löwen schlüpft ihr in eine faszinierende Fantasywelt und spielt spannende Charaktere wie Valrath Roter Gardist oder Inox Axt. Entdeckt in 25 Szenarien das Geheimnis mysteriöser Verschwinden in der Stadt. Spieler:innen kämpfen kooperativ gegen 16 Monstertypen, während sie das Buch als Landkarte nutzen. Ein vereinfachtes Regelwerk und ein Tutorial steigern den Spielspaß und vereinfachen den Einstieg für Neulinge. <span class='filter-values' data-player-number='1 2 3 4' data-mechanics='deckBuilding dungeonCrawler storytelling' data-themes='adventure fantasy war' ></span>";
"Tagline";"Vernichte Monster mit strategischem Kartenmanagement in einer 25-Szenarien-Kampagne von Gloomhaven.";
"Thumbnail";"https://cf.geekdo-images.com/_HhIdavYW-hid20Iq3hhmg__thumb/img/OMkN_E5eyWrkID_cHCnQEbIixGM=/fit-in/200x150/filters:strip_icc()/pic5055631.jpg";
"-2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"220308";
"Name";"Gaia Project <small>(2017)</small>";
"Beschreibung";"Taucht ein in das faszinierende Universum von Gaia Project, wo ihr eine von 14 einzigartigen Alien-Fraktionen spielt, die sich über die Sterne ausbreiten wollen. Auf einem modularen Spielbrett, das verschiedene Planetensysteme darstellt, terraformiert ihr Planeten, um euren Einfluss zu erweitern, und entwickelt fortschrittliche Technologien. Balance aus Ressourcenverwaltung und technologischem Fortschritt ist der Schlüssel zum Erfolg. <span class='filter-values' data-player-number='1 2 3 4' data-mechanics='networks' data-themes='economy-infrastructure scifi' ></span>";
"Tagline";"Erweitere, forsche, upgrade und besiedle die Galaxie mit einer von 14 Alien-Spezies.&quot;";
"Thumbnail";"https://cf.geekdo-images.com/hGWFm3hbMlCDsfCsauOQ4g__thumb/img/NNG7Ijyx4evp5gcVReis9i0koas=/fit-in/200x150/filters:strip_icc()/pic5375625.png";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"2";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"12333";
"Name";"Twilight Struggle <small>(2005)</small>";
"Beschreibung";"Twilight Struggle versetzt euch in die Welt des Kalten Krieges, wo ihr als USA oder UdSSR agiert. Mit cleverem Karteneinsatz beeinflusst ihr globale Ereignisse und historische Entwicklungen. Auf der Weltkarte versucht ihr, eure Macht auszubauen, während ihr die Aktionen der Gegner:innen kontert. Dabei müsst ihr nukleare Eskalationen vermeiden, die das Spiel abrupt beenden könnten. Ein faszinierendes Spiel um Strategie und Einfluss in einer angespannten Ära. <span class='filter-values' data-player-number='2' data-mechanics='areaControl' data-themes='politics war' ></span>";
"Tagline";"Erlebe den Kalten Krieg und schreibe die Geschichte neu im epischen Kampf zwischen den USA und der UdSSR.";
"Thumbnail";"https://cf.geekdo-images.com/pNCiUUphnoeWOYfsWq0kng__thumb/img/p7alNkNy8Avm8UISmhYHCiMz5bE=/fit-in/200x150/filters:strip_icc()/pic3530661.jpg";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"182028";
"Name";"Through the Ages: A New Story of Civilization <small>(2015)</small>";
"Beschreibung";"In Through the Ages: A New Story of Civilization fangt ihr eine Zivilisation von Grund auf an. Führt euer Volk durch die Epochen, indem ihr Ressourcen geschickt verwaltet. Entdeckt neue Technologien, wählt bedeutende Anführer:innen, baut beeindruckende Wunder und sorgt für ein starkes Militär. Der Ausgleich ist entscheidend – konzentriert euch nicht zu sehr auf einen Bereich, sonst seid ihr den Strategien eurer Rival:innen ausgeliefert. Der kluge Kartenzug ist der Schlüssel zu Kultur und Sieg. <span class='filter-values' data-player-number='2 3 4' data-mechanics='auction cards drafting' data-themes='economy-infrastructure' ></span>";
"Tagline";"Schreibe die Geschichte neu, während du deine Zivilisation in diesem epischen Kartenziehspiel aufbaust!";
"Thumbnail";"https://cf.geekdo-images.com/fVwPntkJKgaEo0rIC0RwpA__thumb/img/31usGlzlBReEFf60bcgbvDTjwCg=/fit-in/200x150/filters:strip_icc()/pic2663291.jpg";
"-2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"-1";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"397598";
"Name";"Dune: Imperium – Uprising <small>(2023)</small>";
"Beschreibung";"In Dune: Imperium – Uprising navigiert ihr die tückische Wüste von Arrakis, indem ihr militärische Stärke und politische Intrigen ausbalanciert. Setzt Spion:innen ein, sichert euch wertvolle Verträge und lernt, die gefürchteten Sandwürmer zu reiten. Diese eigenständige Erweiterung bietet einen neuen Modus für sechs Personen, in dem zwei Teams gegeneinander antreten. Erlebt neue Strategien und Herausforderungen. Wird eure Allianz siegreich hervorgehen? <span class='filter-values' data-player-number='3 4 6' data-mechanics='deckBuilding drafting workerPlacement' data-themes='politics scifi' ></span>";
"Tagline";"Tretet in Teams auf Arrakis an und lerne, die Sandwürmer zu reiten.";
"Thumbnail";"https://cf.geekdo-images.com/UVUkjMV_Q2paVUIUP30Vvw__thumb/img/H6qmxJrRFjtOAPZOfDoZ480-46I=/fit-in/200x150/filters:strip_icc()/pic7664424.jpg";
"-1";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"0";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"2";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"84876";
"Name";"Die Burgen von Burgund <small>(2011)</small>";
"Beschreibung";"In &quot;Die Burgen von Burgund&quot; übernehmt ihr die Rolle von Aristokrat:innen im mittelalterlichen Frankreich und erweitert euer kleines Fürstentum zu einem florierenden Anwesen. Ihr platziert geschickt Spielplättchen, errichtet Siedlungen und mächtige Burgen, betreibt Handel und nutzt Silberminen. Würfel bestimmen eure Aktionen, um Ressourcen zu verwalten und Siegpunkte zu sammeln. Die richtige Balance zwischen Strategie und Glück ist entscheidend für euren Erfolg. <span class='filter-values' data-player-number='2 3 4' data-mechanics='drafting tilePlacement' data-themes='oldHistory animals' ></span>";
"Tagline";"Plane, handle und baue dein burgundisches Anwesen zu Wohlstand und Ansehen aus.";
"Thumbnail";"https://cf.geekdo-images.com/5CFwjd8zTcGYVUnkXh04hw__thumb/img/0AG_6zsfYQjqlUHG0-_8lcjp8rc=/fit-in/200x150/filters:strip_icc()/pic1176894.jpg";
"0";"Difficulty (2 = easy)";
"0";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"2";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"193738";
"Name";"Great Western Trail <small>(2016)</small>";
"Beschreibung";"In Great Western Trail schlüpft ihr in die Rolle von Rancher:innen, die im 19. Jahrhundert ihre Viehherden von Texas nach Kansas City treiben. Dabei gilt es, die richtigen Gebäude entlang des Weges clever zu nutzen und eure Herde durch Mitarbeitende wie Cowboy:s oder Ingenieur:innen zu verstärken. Kalkuliert eure Schritte geschickt, um das meiste Geld und die wertvollsten Siegpunkte zu erlangen. Beherrscht euer Timing und reagiert klug auf die Herausforderungen, um zu siegen. <span class='filter-values' data-player-number='2 3 4' data-mechanics='deckBuilding' data-themes='animals economy-infrastructure newHistory' ></span>";
"Tagline";"Nutze strategische Außenposten und überwinde Gefahren, während du dein Vieh nach Kansas City treibst.";
"Thumbnail";"https://cf.geekdo-images.com/u1l0gH7sb_vnvDvoO_QHqA__thumb/img/9lxFidyDb8j6D1vobx4e3UwZ-FI=/fit-in/200x150/filters:strip_icc()/pic4887376.jpg";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"2";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"169786";
"Name";"Scythe <small>(2016)</small>";
"Beschreibung";"In Scythe betretet ihr ein dieselpunkiges Europa der 1920er Jahre, in dem fünf Fraktionen um die Kontrolle der neuen Gebiete rund um die geheimnisvolle Fabrik wetteifern. Ihr entwickelt eure eigene Strategie, um Ressourcen zu verwalten, Truppen zu rekrutieren und mächtige Mechs einzusetzen. Die Spielmechanik fordert strategisches Geschick, während ihr eure Fraktionen individuell weiterentwickelt und euer Territorium ausweitet. <span class='filter-values' data-player-number='3 4 5' data-mechanics='areaControl areaControl' data-themes='economy-infrastructure scifi war' ></span>";
"Tagline";"Fünf Fraktionen kämpfen um die Vorherrschaft in einem vom Krieg zerrissenen, mechgefüllten dieselpunkigen Europa der 1920er Jahre.";
"Thumbnail";"https://cf.geekdo-images.com/7k_nOxpO9OGIjhLq2BUZdA__thumb/img/eQ69OEDdjYjfKg6q5Navee87skU=/fit-in/200x150/filters:strip_icc()/pic3163924.jpg";
"-1";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"246900";
"Name";"Eclipse: Second Dawn for the Galaxy <small>(2020)</small>";
"Beschreibung";"In Eclipse: Second Dawn for the Galaxy übernehmt ihr die Kontrolle über eine interstellare Zivilisation und tretet gegen andere im Universum an. Ihr erkundet Sternensysteme, entwickelt Technologien weiter und baut beeindruckende Flotten auf. Es gibt viele Wege zum Sieg, also plant eure Strategie klug, indem ihr eure Stärken nutzt und die Pläne eurer Gegner:innen im Auge behaltet. Der Wechsel zwischen Diplomatie und Konflikt macht das Spiel spannend. <span class='filter-values' data-player-number='2 3 4 5 6' data-mechanics='areaControl' data-themes='adventure economy-infrastructure scifi war' ></span>";
"Tagline";"Baue eine interstellare Zivilisation durch Erkundung, Forschung, Eroberung und Diplomatie auf.";
"Thumbnail";"https://cf.geekdo-images.com/Oh3kHw6lweg6ru71Q16h2Q__thumb/img/e9XZdQe1ZcPpaq4Gy31OoWBB_V0=/fit-in/200x150/filters:strip_icc()/pic5235277.jpg";
"-2";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"1";"Language Dependence (2 = no text)";
"1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"173346";
"Name";"7 Wonders Duel <small>(2015)</small>";
"Beschreibung";"In 7 Wonders Duel tretet ihr gegeneinander an, um rivalisierende Zivilisationen zu errichten. Über drei Zeitalter hinweg draftet ihr Karten aus einer Pyramidenstruktur und verwaltet Ressourcen, um beeindruckende Wunder zu bauen. Der richtige Zeitpunkt ist entscheidend, während sich verfügbare Karten dynamisch ändern. Ihr könnt durch militärische Dominanz, wissenschaftlichen Fortschritt oder die meisten Punkte siegen. Diese spannungsgeladene Version für zwei Personen ist eine mitreißende Mischung aus Strategie und Taktik. <span class='filter-values' data-player-number='2' data-mechanics='cards drafting' data-themes='oldHistory economy-infrastructure' ></span>";
"Tagline";"Wissenschaft? Militär? Was wählst du, um diese Kopf-an-Kopf-Version von 7 Wonders zu gewinnen?";
"Thumbnail";"https://cf.geekdo-images.com/zdagMskTF7wJBPjX74XsRw__thumb/img/gV1-ckZSIC-dCxxpq1Y7GmPITzQ=/fit-in/200x150/filters:strip_icc()/pic2576399.jpg";
"1";"Difficulty (2 = easy)";
"2";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"-1";"Conflict (1 = low conflict)";
"2";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"28720";
"Name";"Brass: Lancashire <small>(2007)</small>";
"Beschreibung";"In Brass: Lancashire übernehmt ihr die Rolle von Baumwoll-Unternehmer:innen in der industriellen Revolution. Baut eure Netzwerke in Lancashire aus, indem ihr Kanäle und später Eisenbahnen errichtet. Verwalte geschickt eure Ressourcen und Karten, um Branchen zu entwickeln, Städte zu verbinden und die Nachfrage nach Eisen, Kohle und Baumwolle zu befriedigen. Der Sieg geht an die Person mit den meisten Siegpunkten, die durch cleveres Planen und Ausführen in beiden Phasen errungen werden. <span class='filter-values' data-player-number='2 3 4' data-mechanics='networks' data-themes='economy-infrastructure newHistory' ></span>";
"Tagline";"Teste dein wirtschaftliches Geschick, während du in der Industriellen Revolution baust und vernetzt.";
"Thumbnail";"https://cf.geekdo-images.com/tHVtPzu82mBpeQbbZkV6EA__thumb/img/AghH1bAEhqzvyRcP3cy5G-rz0So=/fit-in/200x150/filters:strip_icc()/pic3469216.jpg";
"-2";"Difficulty (2 = easy)";
"-1";"Play Time (2 = short)";
"-1";"Cooperative vs. competetive (1 = cooperative)";
"0";"Conflict (1 = low conflict)";
"2";"Language Dependence (2 = no text)";
"-1";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"167355";
"Name";"Nemesis <small>(2018)</small>";
"Beschreibung";"In Nemesis seid ihr Teil einer Crew auf einem Raumschiff voller feindlicher Aliens. Jeder von euch hat spezielle Fähigkeiten und geheime Ziele. Ihr müsst zusammenarbeiten, aber seid euch den Absichten der anderen stets bewusst. Mit fortschreitendem Spiel verändern sich die Bedrohungen, und die Spannung steigt. Schafft ihr es, eure Mission zu erfüllen und zurück zur Erde zu fliehen? Hier zählt jede Entscheidung, und eure Gegner:innen könnten euch in letzter Sekunde hintergehen. <span class='filter-values' data-player-number='2 3 4 5' data-mechanics='dungeonCrawler' data-themes='adventure horror scifi' ></span>";
"Tagline";"Überlebe ein von Aliens befallenes Raumschiff, aber hüte dich vor den anderen Spielern und ihren Plänen!";
"Thumbnail";"https://cf.geekdo-images.com/4KSmlm59w0GwLIlgDnJDAQ__thumb/img/P20AxSqNHOEM5qT_doqeeE7JAHQ=/fit-in/200x150/filters:strip_icc()/pic8211747.png";
"-1";"Difficulty (2 = easy)";
"-2";"Play Time (2 = short)";
"1";"Cooperative vs. competetive (1 = cooperative)";
"1";"Conflict (1 = low conflict)";
"0";"Language Dependence (2 = no text)";
"0";"Release year (2 = new)";
"#####";"Freizeile";
"ID";"266507";
"Name";"Clank! Legacy: Acquisitions Incorporated <small>(2019)</small>";
"Beschreibung";"In Clank! Legacy: Acquisitions Incorporated taucht ihr in ein spannendes Abenteuer ein, wo Deckbau auf Legacy trifft. Gründet eure eigene Franchise im berühmten Abenteurer-Unternehmen Acquisitions Incorporated. Über mehrere Sitzungen hinweg verändert sich euer Spielbrett, euer Deck und eure Welt, was ein einzigartiges Erlebnis für eure Gruppe schafft. Bestreitet Quests, stellt euch Herausforderungen, und trefft bedeutende Entscheidungen. <span class='filter-values' data-player-number='2 3 4' data-mechanics='deckBuilding drafting dungeonCrawler' data-themes='adventure fantasy' ></span>";
"Tagline";"Geh hinaus, sei mutig, und ERWIRB!";
