"Thumbnail";"https://cf.geekdo-images.com/7SrPNGBKg9IIsP4UQpOi8g__thumb/img/gAxzddRVQiRdjZHYFUZ2xc5Jlbw=/fit-in/200x150/filters:strip_icc()/pic4325841.jpg";
"-2";"";
"-2";"";
"-1";"";
"-1";"";
"0";"";
"#####";"Freizeile";
"ID";"291457";
"Name";"Gloomhaven: Jaws of the Lion <small>(2020)</small>";
"Beschreibung";"Gloomhaven: Jaws of the Lion is a standalone game that takes place before the events of Gloomhaven. The game includes four new characters &mdash; Valrath Red Guard (tank, crowd control), Inox Hatchet (ranged damage), Human Voidwarden (support, mind-control), and Quatryl Demolitionist (melee damage, obstacle manipulation) &mdash; that can also be used in the original Gloomhaven game.&#10;&#10;The game also includes 16 monster types (including seven new standard monsters and three new bosses) and a new campaign with 25 scenarios that invites the heroes to investigate a case of mysterious disappearances within the city.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='deckBuilding' data-themes='adventure fantasy'></span>";
"Tagline";"Vanquish monsters with strategic cardplay in a 25-scenario Gloomhaven campaign.";
"Thumbnail";"https://cf.geekdo-images.com/_HhIdavYW-hid20Iq3hhmg__thumb/img/OMkN_E5eyWrkID_cHCnQEbIixGM=/fit-in/200x150/filters:strip_icc()/pic5055631.jpg";
"-2";"";
"-1";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"162886";
"Name";"Spirit Island <small>(2017)</small>";
"Beschreibung";"In the most distant reaches of the world, magic still exists, embodied by spirits of the land, of the sky, and of every natural thing. As the great powers of Europe stretch their colonial empires further and further, they will inevitably lay claim to a place where spirits still hold power - and when they do, the land itself will fight back alongside the islanders who live there.&#10;&#10;Spirit Island is a complex and thematic cooperative game about defending your island home from colonizing Invaders.<br><span class='filter-values' data-player-number='1 2 3' data-mechanisms='areaControl' data-themes='animals fantasy'></span>";
"Tagline";"Island Spirits join forces using elemental powers to defend their home from invaders.";
"Thumbnail";"https://cf.geekdo-images.com/kjCm4ZvPjIZxS-mYgSPy1g__thumb/img/aUlIih2_R7P8IYKeyNl2heLQbu8=/fit-in/200x150/filters:strip_icc()/pic7013651.jpg";
"-2";"";
"-1";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"220308";
"Name";"Gaia Project <small>(2017)</small>";
"Beschreibung";"Gaia Project is a new game in the line of Terra Mystica. As in the original Terra Mystica, fourteen different factions live on seven different kinds of planets, and each faction is bound to their own home planets, so to develop and grow, they must terraform neighboring planets into their home environments in competition with the other groups. In addition, Gaia planets can be used by all factions for colonization, and Transdimensional planets can be changed into Gaia planets.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='' data-themes='scifi'></span>";
"Tagline";"Expand, research, upgrade, and settle the galaxy with one of 14 alien species.";
"Thumbnail";"https://cf.geekdo-images.com/hGWFm3hbMlCDsfCsauOQ4g__thumb/img/NNG7Ijyx4evp5gcVReis9i0koas=/fit-in/200x150/filters:strip_icc()/pic5375625.png";
"-2";"";
"-2";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"12333";
"Name";"Twilight Struggle <small>(2005)</small>";
"Beschreibung";"Twilight Struggle is a two-player strategy board game that simulates the Cold War era. Players assume the roles of the United States or Soviet Union and compete for global influence by playing cards that represent historical events, leaders, and technologies. The game is known for its intricate gameplay, historical accuracy, and tense atmosphere.<br><span class='filter-values' data-player-number='2' data-mechanisms='areaControl' data-themes='war'></span>";
"Tagline";"Relive the Cold War and rewrite history in an epic clash between the USA and USSR.";
"Thumbnail";"https://cf.geekdo-images.com/pNCiUUphnoeWOYfsWq0kng__thumb/img/p7alNkNy8Avm8UISmhYHCiMz5bE=/fit-in/200x150/filters:strip_icc()/pic3530661.jpg";
"-2";"";
"-2";"";
"-1";"";
"-1";"";
"-1";"";
"#####";"Freizeile";
"ID";"182028";
"Name";"Through the Ages: A New Story of Civilization <small>(2015)</small>";
"Beschreibung";"Through the Ages: A New Story of Civilization is the new edition of Through the Ages: A Story of Civilization, with many changes small and large to the game's cards over its three ages and extensive changes to how military works.&#10;&#10;Through the Ages is a civilization building game. Each player attempts to build the best civilization through careful resource management, discovering new technologies, electing the right leaders, building wonders and maintaining a strong military.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='auction drafting' data-themes=''></span>";
"Tagline";"Rewrite history as you build up your civilization in this epic card drafting game!";
"Thumbnail";"https://cf.geekdo-images.com/fVwPntkJKgaEo0rIC0RwpA__thumb/img/31usGlzlBReEFf60bcgbvDTjwCg=/fit-in/200x150/filters:strip_icc()/pic2663291.jpg";
"-2";"";
"-1";"";
"-1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"84876";
"Name";"The Castles of Burgundy <small>(2011)</small>";
"Beschreibung";"The game is set in the Burgundy region of High Medieval France. Each player takes on the role of an aristocrat, originally controlling a small princedom. While playing they aim to build settlements and powerful castles, practice trade along the river, exploit silver mines, and use the knowledge of travelers.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='tilePlacement drafting' data-themes='medieval'></span>";
"Tagline";"Plan, trade, and build your Burgundian estate to prosperity and prominence.";
"Thumbnail";"https://cf.geekdo-images.com/5CFwjd8zTcGYVUnkXh04hw__thumb/img/0AG_6zsfYQjqlUHG0-_8lcjp8rc=/fit-in/200x150/filters:strip_icc()/pic1176894.jpg";
"0";"";
"0";"";
"1";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"193738";
"Name";"Great Western Trail <small>(2016)</small>";
"Beschreibung";"America in the 19th century: You are a rancher and repeatedly herd your cattle from Texas to Kansas City, where you send them off by train. This earns you money and victory points. Needless to say, each time you arrive in Kansas City, you want to have your most valuable cattle in tow. However, the &quot;Great Western Trail&quot; not only requires that you keep your herd in good shape, but also that you wisely use the various buildings along the trail.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='deckBuilding' data-themes='wildWest animals'></span>";
"Tagline";"Use strategic outposts and navigate danger as you herd your cattle to Kansas City.";
"Thumbnail";"https://cf.geekdo-images.com/u1l0gH7sb_vnvDvoO_QHqA__thumb/img/9lxFidyDb8j6D1vobx4e3UwZ-FI=/fit-in/200x150/filters:strip_icc()/pic4887376.jpg";
"-2";"";
"-2";"";
"1";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"169786";
"Name";"Scythe <small>(2016)</small>";
"Beschreibung";"It is a time of unrest in 1920s Europa. The ashes from the first great war still darken the snow. The capitalistic city-state known simply as &ldquo;The Factory&rdquo;, which fueled the war with heavily armored mechs, has closed its doors, drawing the attention of several nearby countries.&#10;&#10;Scythe is an engine-building game set in an alternate-history 1920s period.<br><span class='filter-values' data-player-number='3 4 5' data-mechanisms='areaControl' data-themes='scifi'></span>";
"Tagline";"Five factions vie for dominance in a war-torn, mech-filled, dieselpunk 1920s Europe.";
"Thumbnail";"https://cf.geekdo-images.com/7k_nOxpO9OGIjhLq2BUZdA__thumb/img/eQ69OEDdjYjfKg6q5Navee87skU=/fit-in/200x150/filters:strip_icc()/pic3163924.jpg";
"-1";"";
"-1";"";
"0";"";
"-1";"";
"-1";"";
"#####";"Freizeile";
"ID";"246900";
"Name";"Eclipse: Second Dawn for the Galaxy <small>(2020)</small>";
"Beschreibung";"A game of Eclipse places you in control of a vast interstellar civilization, competing for success with its rivals. You explore new star systems, research technologies, and build spaceships with which to wage war. There are many potential paths to victory, so you need to plan your strategy according to the strengths and weaknesses of your species, while paying attention to the other civilizations' endeavors.<br><span class='filter-values' data-player-number='2 3 4 5 6' data-mechanisms='areaControl' data-themes='scifi war'></span>";
"Tagline";"Build an interstellar civilization by exploration, research, conquest, and diplomacy.";
"Thumbnail";"https://cf.geekdo-images.com/Oh3kHw6lweg6ru71Q16h2Q__thumb/img/e9XZdQe1ZcPpaq4Gy31OoWBB_V0=/fit-in/200x150/filters:strip_icc()/pic5235277.jpg";
"-2";"";
"-2";"";
"1";"";
"-1";"";
"-1";"";
"#####";"Freizeile";
"ID";"173346";
"Name";"7 Wonders Duel <small>(2015)</small>";
"Beschreibung";"In many ways 7 Wonders Duel resembles its parent game 7 Wonders as over three ages players acquire cards that provide resources or advance their military or scientific development in order to develop a civilization and complete wonders.&#10;&#10;What's different about 7 Wonders Duel is that, as the title suggests, the game is solely for two players, with the players not drafting cards simultaneously from hands of cards, but from a display of face-down and face-up cards arranged at the start of a round. A player can take a card only if it's not covered by any others, so timing comes into play as well as bonus moves that allow you to take a second card immediately.<br><span class='filter-values' data-player-number='2' data-mechanisms='drafting' data-themes='ancient cities'></span>";
"Tagline";"Science? Military? What will you draft to win this head-to-head version of 7 Wonders?";
"Thumbnail";"https://cf.geekdo-images.com/zdagMskTF7wJBPjX74XsRw__thumb/img/gV1-ckZSIC-dCxxpq1Y7GmPITzQ=/fit-in/200x150/filters:strip_icc()/pic2576399.jpg";
"1";"";
"2";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"28720";
"Name";"Brass: Lancashire <small>(2007)</small>";
"Beschreibung";"Brass: Lancashire &mdash; first published as Brass &mdash; is an economic strategy game that tells the story of competing cotton entrepreneurs in Lancashire during the industrial revolution. You must develop, build, and establish your industries and network so that you can capitalize demand for iron, coal and cotton. The game is played over two halves: the canal phase and the rail phase.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='' data-themes='cities'></span>";
"Tagline";"Test your economic mettle as you build and network in the Industrial Revolution.";
"Thumbnail";"https://cf.geekdo-images.com/tHVtPzu82mBpeQbbZkV6EA__thumb/img/AghH1bAEhqzvyRcP3cy5G-rz0So=/fit-in/200x150/filters:strip_icc()/pic3469216.jpg";
"-2";"";
"-1";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"167355";
"Name";"Nemesis <small>(2018)</small>";
"Beschreibung";"Playing Nemesis will take you into the heart of sci-fi survival horror in all its terror. A soldier fires blindly down a corridor, trying to stop the alien advance. A scientist races to find a solution in his makeshift lab. A traitor steals the last escape pod in the very last moment.<br><span class='filter-values' data-player-number='2 3 4 5' data-mechanisms='' data-themes='adventure horror scifi'></span>";
"Tagline";"Survive an alien-infested spaceship, but beware of other players and their agendas!";
"Thumbnail";"https://cf.geekdo-images.com/4KSmlm59w0GwLIlgDnJDAQ__thumb/img/P20AxSqNHOEM5qT_doqeeE7JAHQ=/fit-in/200x150/filters:strip_icc()/pic8211747.png";
"-1";"";
"-2";"";
"0";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"266507";
"Name";"Clank! Legacy: Acquisitions Incorporated <small>(2019)</small>";
"Beschreibung";"Clank! Legacy: Acquisitions Incorporated extends the deck-building fun of Clank! with legacy-style gameplay! Found your own franchise of the legendary adventuring company Acquisitions Incorporated, and shepherd your fledgling treasure-hunters to immortal corporate glory over the course of multiple games.<br><span class='filter-values' data-player-number='2 3 4' data-mechanisms='pushYourLuck deckBuilding drafting' data-themes='adventure fantasy'></span>";
"Tagline";"&quot;Go forth, be bold, and ACQUIRE!&quot; in this campaign version of &quot;Clank!&quot;";
"Thumbnail";"https://cf.geekdo-images.com/hc2NDafu5c24iLJh_IZmyg__thumb/img/8TA1Gn7jERN4yhtXD-xBCGk-QfM=/fit-in/200x150/filters:strip_icc()/pic4885780.png";
"0";"";
"-1";"";
"-1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"177736";
"Name";"A Feast for Odin <small>(2016)</small>";
"Beschreibung";"A Feast for Odin is a saga in the form of a board game. You are reliving the cultural achievements, mercantile expeditions, and pillages of those tribes we know as Viking today &mdash; a term that was used quite differently towards the end of the first millennium.&#10;&#10;When the northerners went out for a raid, they used to say they headed out for a viking.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='tilePlacement pushYourLuck workerPlacement' data-themes='cities farming medieval'></span>";
"Tagline";"Puzzle together the life of a Viking village as you hunt, farm, craft, and explore.";
"Thumbnail";"https://cf.geekdo-images.com/s9oGMCo1fcfV4Dk3EnqLZw__thumb/img/AKxMMz2DTbBrEynhDROla8fdjJ4=/fit-in/200x150/filters:strip_icc()/pic3146943.png";
"-2";"";
"-1";"";
"0";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"124361";
"Name";"Concordia <small>(2013)</small>";
"Beschreibung";"Two thousand years ago, the Roman Empire ruled the lands around the Mediterranean Sea. With peace at the borders, harmony inside the provinces, uniform law, and a common currency, the economy thrived and gave rise to mighty Roman dynasties as they expanded throughout the numerous cities. Guide one of these dynasties and send colonists to the remote realms of the Empire; develop your trade network; and appease the ancient gods for their favor &mdash; all to gain the chance to emerge victorious!<br><span class='filter-values' data-player-number='2 3 4 5' data-mechanisms='auction deckBuilding drafting' data-themes='ancient nautical'></span>";
"Tagline";"Traders compete to build the greatest empire in the Roman Mediterranean.";
"Thumbnail";"https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__thumb/img/ESPSltYYSFK-aJw6jOTdQrJGpOc=/fit-in/200x150/filters:strip_icc()/pic3453267.jpg";
"0";"";
"-1";"";
"0";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"295770";
"Name";"Frosthaven <small>(2022)</small>";
"Beschreibung";"Frosthaven is the story of a small outpost far to the north of the capital city of White Oak, an outpost barely surviving the harsh weather as well as invasions from forces both known and unknown. There, a group of mercenaries at the end of their rope will help bring back this settlement from the edge of destruction. Not only will they have to deal with the harsh elements, but there are other, far more dangerous threats out in the unforgiving cold as well.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='deckBuilding' data-themes='adventure fantasy'></span>";
"Tagline";"Adventure in the frozen north and build up your outpost throughout an epic campaign.";
"Thumbnail";"https://cf.geekdo-images.com/cwUgf-f-qwri8UHBUnifuQ__thumb/img/3o2Hc_N5mmfpOt8s9kP0ap8Jti8=/fit-in/200x150/filters:strip_icc()/pic5092291.png";
"-2";"";
"-2";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"341169";
"Name";"Great Western Trail: Second Edition <small>(2021)</small>";
"Beschreibung";"America in the 19th century: You are a rancher and repeatedly herd your cattle from Texas to Kansas City, where you send them off by train. This earns you money and victory points. Needless to say, each time you arrive in Kansas City, you want to have your most valuable cattle in tow. However, the &quot;Great Western Trail&quot; not only requires that you keep your herd in good shape, but also that you wisely use the various buildings along the trail.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='deckBuilding' data-themes='wildWest animals'></span>";
"Tagline";"Wrangle your herd of cows across the Midwest prairie and deliver it to Kansas City.";
"Thumbnail";"https://cf.geekdo-images.com/gDn7AhrDlmfCLSz9ZqoNFQ__thumb/img/0pt6XrFHTXpNetwMo9rdY7PdhfQ=/fit-in/200x150/filters:strip_icc()/pic5988511.jpg";
"-2";"";
"-2";"";
"1";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"205637";
"Name";"Arkham Horror: The Card Game <small>(2016)</small>";
"Beschreibung";"Something evil stirs in Arkham, and only you can stop it. Blurring the traditional lines between role-playing and card game experiences, Arkham Horror: The Card Game is a Living Card Game of Lovecraftian mystery, monsters, and madness!&#10;&#10;In the game, you and your friend (or up to three friends with two Core Sets) become characters within the quiet New England town of Arkham.<br><span class='filter-values' data-player-number='1 2' data-mechanisms='pushYourLuck deckBuilding' data-themes='adventure horror'></span>";
"Tagline";"Investigate the horrors of Arkham while courting cosmic doom.";
"Thumbnail";"https://cf.geekdo-images.com/B5F5ulz0UivNgrI9Ky0euA__thumb/img/L8ouPl5jv2Ye9MC4R_Os2zSGigE=/fit-in/200x150/filters:strip_icc()/pic3122349.jpg";
"-2";"";
"-1";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"312484";
"Name";"Lost Ruins of Arnak <small>(2020)</small>";
"Beschreibung";"On an uninhabited island in uncharted seas, explorers have found traces of a great civilization. Now you will lead an expedition to explore the island, find lost artifacts, and face fearsome guardians, all in a quest to learn the island's secrets.&#10;&#10;Lost Ruins of Arnak combines deck-building and worker placement in a game of exploration, resource management, and discovery.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='deckBuilding workerPlacement' data-themes='adventure ancient fantasy'></span>";
"Tagline";"Explore an island to find resources and discover the lost ruins of Arnak.";
"Thumbnail";"https://cf.geekdo-images.com/6GqH14TJJhza86BX5HCLEQ__thumb/img/J8SVmGOJXZGxNjkT3xYNQU7Haxg=/fit-in/200x150/filters:strip_icc()/pic5674958.jpg";
"0";"";
"-1";"";
"0";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"120677";
"Name";"Terra Mystica <small>(2012)</small>";
"Beschreibung";"In the land of Terra Mystica dwell 14 different peoples in seven landscapes, and each group is bound to its own home environment, so to develop and grow, they must terraform neighboring landscapes into their home environments in competition with the other groups. Terra Mystica is a full information game, without any luck, that rewards strategic planning. Each player governs one of the 14 groups.<br><span class='filter-values' data-player-number='3 4 5' data-mechanisms='areaControl' data-themes='fantasy'></span>";
"Tagline";"Play fantastical factions.  Expand your influence by terraforming and joining cults.";
"Thumbnail";"https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__thumb/img/GW-ip0dfeAee7KQqJ04SRZxF1lg=/fit-in/200x150/filters:strip_icc()/pic5375624.jpg";
"-2";"";
"-2";"";
"1";"";
"0";"";
"-1";"";
"#####";"Freizeile";
"ID";"237182";
"Name";"Root <small>(2018)</small>";
"Beschreibung";"Root is a game of adventure and war in which 2 to 4 (1 to 6 with the 'Riverfolk' expansion) players battle for control of a vast wilderness.&#10;&#10;The nefarious Marquise de Cat has seized the great woodland, intent on harvesting its riches. Under her rule, the many creatures of the forest have banded together.<br><span class='filter-values' data-player-number='3 4' data-mechanisms='areaControl trading' data-themes='animals fantasy war'></span>";
"Tagline";"Decide the fate of the forest as woodland factions fight for contrasting goals.";
"Thumbnail";"https://cf.geekdo-images.com/JUAUWaVUzeBgzirhZNmHHw__thumb/img/ACovMZzGGIsBRyEQXFnsT8282NM=/fit-in/200x150/filters:strip_icc()/pic4254509.jpg";
"-2";"";
"0";"";
"-1";"";
"-1";"";
"-1";"";
"#####";"Freizeile";
"ID";"266192";
"Name";"Wingspan <small>(2019)</small>";
"Beschreibung";"Wingspan is&nbsp;a competitive, medium-weight, card-driven, engine-building board game from Stonemaier Games. It's designed by Elizabeth Hargrave and features over 170 birds illustrated by Beth Sobel, Natalia Rojas, and Ana Maria Martinez.&#10;&#10;You are bird enthusiasts&mdash;researchers, bird watchers, ornithologists, and collectors&mdash;seeking to discover and attract the best birds to your network of wildlife preserves.<br><span class='filter-values' data-player-number='1 2 3 4' data-mechanisms='drafting' data-themes='animals'></span>";
"Tagline";"Attract a beautiful and diverse collection of birds to your wildlife preserve.";
"Thumbnail";"https://cf.geekdo-images.com/yLZJCVLlIx4c7eJEWUNJ7w__thumb/img/VNToqgS2-pOGU6MuvIkMPKn_y-s=/fit-in/200x150/filters:strip_icc()/pic4458123.jpg";
"0";"";
"1";"";
"-1";"";
"1";"";
"-1";"";
"#####";"Freizeile";
"ID";"192135";
"Name";"Too Many Bones <small>(2017)</small>";
"Beschreibung";"Too Many Bones comes loaded for bear by breaking into a new genre: the dice-builder RPG. This game takes everything you think you know about dice-rolling and turns it on its head. Dripping with strategy, this fantasy-based RPG puts you in the skin of a new race and takes you on an adventure to the northern territories to root out and defeat growing enemy forces and of course the infamous &quot;baddie&quot; responsible.<br><span class='filter-values' data-player-number='1 2 3' data-mechanisms='' data-themes='adventure fantasy'></span>";
"Tagline";"Toss gobs of unique dice in an epic adventure en route to a final boss showdown.";
"Thumbnail";"https://cf.geekdo-images.com/wKwRk0wYBcrtLAfgn4PCdg__thumb/img/mJNzYNKvYWDlaaD12V32BJ453d0=/fit-in/200x150/filters:strip_icc()/pic6624445.png";
"-2";"";
"-1";"";
"-1";"";
"1";"";
"1";"";
"#####";"Freizeile";
"ID";"164928";
"Name";"Orléans <small>(2014)</small>";
